Suburb,Address,Rooms,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,CouncilArea_filled,Type_t,Type_u
Abbotsford,85 Turner St,-0.9689330524639671,0.9904417326686252,S,Biggin,03/12/2016,-1.4258682230118278,-0.42027680552038194,-0.9516609585126067,-0.7700980690023425,-0.6212685223237165,-0.6640622214375067,0.10669361786801343,Yarra,-377.996,1.449.984,Northern Metropolitan,-0.8074701795999158,Yarra,False,False
Abbotsford,25 Bloomburg St,-0.9689330524639671,0.07847204871323436,S,Biggin,04/02/2016,-1.4258682230118278,-0.42027680552038194,-0.9516609585126067,-0.7700980690023425,-2.0096007996066954,-0.8083550939212343,-2.347921860844231,Yarra,-378.079,1.449.934,Northern Metropolitan,-0.8074701795999158,Yarra,False,False
Abbotsford,5 Charles St,0.25533907430700326,0.9597011815240615,SP,Biggin,04/03/2017,-1.4258682230118278,-0.42027680552038194,0.2784982769255558,0.933464812255496,-2.0096007996066954,-0.8773647285873649,-2.347921860844231,Yarra,-378.093,1.449.944,Northern Metropolitan,-0.8074701795999158,Yarra,False,False
Abbotsford,40 Federation La,0.25533907430700326,-0.30066141540305175,PI,Biggin,04/03/2017,-1.4258682230118278,-0.42027680552038194,0.2784982769255558,0.933464812255496,-0.6212685223237165,-1.0028367916166931,0.10669361786801343,Yarra,-377.969,1.449.969,Northern Metropolitan,-0.8074701795999158,Yarra,False,False
Abbotsford,55a Park St,1.4796112010779736,1.236366141825135,VB,Nelson,04/06/2016,-1.4258682230118278,-0.42027680552038194,0.2784982769255558,-0.7700980690023425,0.7670637549592622,-0.9212799506476298,1.64959477591571,Yarra,-378.072,1.449.941,Northern Metropolitan,-0.8074701795999158,Yarra,False,False
Abbotsford,129 Charles St,-0.9689330524639671,-0.11416873845936507,S,Jellis,07/05/2016,-1.4258682230118278,-0.42027680552038194,-0.9516609585126067,-0.7700980690023425,-2.0096007996066954,-0.7299350545279041,0.10669361786801343,Yarra,-378.041,1.449.953,Northern Metropolitan,-0.8074701795999158,Yarra,False,False
Abbotsford,124 Yarra St,0.25533907430700326,1.8019922828851078,S,Nelson,07/05/2016,-1.4258682230118278,-0.42027680552038194,1.5086575123637183,0.933464812255496,-2.0096007996066954,-0.5291797536809787,-1.9972625067424816,Yarra,-378.024,1.449.993,Northern Metropolitan,-0.8074701795999158,Yarra,False,False
Abbotsford,98 Charles St,-0.9689330524639671,1.3101434645720882,S,Nelson,08/10/2016,-1.4258682230118278,-0.42027680552038194,-0.9516609585126067,-0.7700980690023425,0.7670637549592622,-0.4946749363479134,-2.69858121494598,Yarra,-37.806,1.449.954,Northern Metropolitan,-0.8074701795999158,Yarra,False,False
Abbotsford,6/241 Nicholson St,-2.1932051792349374,-1.4278149573703887,S,Biggin,08/10/2016,-1.4258682230118278,-0.42027680552038194,-2.1818201939507693,-0.7700980690023425,-0.6212685223237165,-1.2976961397356148,0.10669361786801343,Yarra,-378.008,1.449.973,Northern Metropolitan,-0.8074701795999158,Yarra,False,True
Abbotsford,10 Valiant St,-0.9689330524639671,0.2055329934440978,S,Biggin,08/10/2016,-1.4258682230118278,-0.42027680552038194,0.2784982769255558,-0.7700980690023425,0.7670637549592622,-0.6075997930743089,-2.347921860844231,Yarra,-37.801,1.449.989,Northern Metropolitan,-0.8074701795999158,Yarra,False,False
Abbotsford,411/8 Grosvenor St,-0.9689330524639671,-0.6080669268486891,VB,Jellis,12/11/2016,-1.4258682230118278,-0.42027680552038194,-0.9516609585126067,0.933464812255496,-0.6212685223237165,-1.2976961397356148,0.10669361786801343,Yarra,-37.811,1.450.067,Northern Metropolitan,-0.8074701795999158,Yarra,False,True
Abbotsford,40 Nicholson St,0.25533907430700326,0.7240236227490728,VB,Nelson,12/11/2016,-1.4258682230118278,-0.42027680552038194,0.2784982769255558,0.933464812255496,0.7670637549592622,-0.6264206025287081,1.3340013572241356,Yarra,-378.085,1.449.964,Northern Metropolitan,-0.8074701795999158,Yarra,False,False
Abbotsford,123/56 Nicholson St,-0.9689330524639671,-0.5055984230334767,S,Biggin,12/11/2016,-1.4258682230118278,-0.42027680552038194,-0.9516609585126067,0.933464812255496,-0.6212685223237165,-1.2976961397356148,1.4742650988648354,Yarra,-378.078,1.449.965,Northern Metropolitan,-0.8074701795999158,Yarra,False,True
Abbotsford,45 William St,-0.9689330524639671,0.3602604342050686,S,Biggin,13/08/2016,-1.4258682230118278,-0.42027680552038194,-0.9516609585126067,-0.7700980690023425,-0.6212685223237165,-0.6860198324676391,0.10669361786801343,Yarra,-378.084,1.449.973,Northern Metropolitan,-0.8074701795999158,Yarra,False,False
Abbotsford,7/20 Abbotsford St,-2.1932051792349374,-1.1388537766114897,SP,Greg,14/05/2016,-1.4258682230118278,-0.42027680552038194,-2.1818201939507693,-0.7700980690023425,-0.6212685223237165,-1.2976961397356148,0.10669361786801343,Yarra,-378.016,1.449.988,Northern Metropolitan,-0.8074701795999158,Yarra,False,True
Abbotsford,16 William St,-0.9689330524639671,0.6420488196969029,S,Jellis,15/10/2016,-1.4258682230118278,-0.42027680552038194,-0.9516609585126067,-0.7700980690023425,0.7670637549592622,-0.5511373647111111,-2.69858121494598,Yarra,-37.809,1.449.976,Northern Metropolitan,-0.8074701795999158,Yarra,False,False
Abbotsford,42 Henry St,0.25533907430700326,0.41661811130343546,S,Jellis,16/07/2016,-1.4258682230118278,-0.42027680552038194,0.2784982769255558,0.933464812255496,-0.6212685223237165,-0.9432375616777623,-3.049240569047729,Yarra,-378.056,144.993,Northern Metropolitan,-0.8074701795999158,Yarra,False,False
Abbotsford,78 Yarra St,0.25533907430700326,0.3684579145102856,S,LITTLE,16/07/2016,-1.4258682230118278,-0.42027680552038194,-0.9516609585126067,-0.7700980690023425,-0.6212685223237165,-0.8648175222844321,-2.69858121494598,Yarra,-378.021,1.449.965,Northern Metropolitan,-0.8074701795999158,Yarra,False,False
Abbotsford,196 Nicholson St,0.25533907430700326,-0.08547755739110557,S,Collins,17/09/2016,-1.4258682230118278,-0.42027680552038194,0.2784982769255558,-0.7700980690023425,-2.0096007996066954,-0.7236614513764377,0.10669361786801343,Yarra,-378.022,1.449.975,Northern Metropolitan,-0.8074701795999158,Yarra,False,False
Abbotsford,42 Valiant St,-0.9689330524639671,-0.21868661235088177,S,Biggin,17/09/2016,-1.4258682230118278,-0.42027680552038194,-0.9516609585126067,-0.7700980690023425,-0.6212685223237165,-0.8271759033756335,0.6326826490206372,Yarra,-378.011,1.450.004,Northern Metropolitan,-0.8074701795999158,Yarra,False,False
Abbotsford,3/72 Charles St,1.4796112010779736,0.6830362212229879,PI,Kay,18/03/2017,-1.4258682230118278,-0.42027680552038194,1.5086575123637183,0.933464812255496,0.7670637549592622,1.1490090893362883,-2.347921860844231,Yarra,-378.073,1.449.952,Northern Metropolitan,-0.8074701795999158,Yarra,False,False
Abbotsford,13/11 Nicholson St,0.25533907430700326,-0.19819291158783928,S,Beller,18/03/2017,-1.4258682230118278,-0.42027680552038194,0.2784982769255558,0.933464812255496,0.7670637549592622,-1.2976961397356148,1.5093310342750101,Yarra,-378.093,1.449.959,Northern Metropolitan,-0.8074701795999158,Yarra,True,False
Abbotsford,138/56 Nicholson St,0.25533907430700326,0.19118740290996805,S,Jellis,18/03/2017,-1.4258682230118278,-0.42027680552038194,0.2784982769255558,0.933464812255496,0.7670637549592622,2.886797162292486,0.10669361786801343,Yarra,-378.078,1.449.965,Northern Metropolitan,-0.8074701795999158,Yarra,False,True
Abbotsford,6/219 Nicholson St,-0.9689330524639671,-1.017940942109539,S,Collins,18/06/2016,-1.4258682230118278,-0.42027680552038194,-0.9516609585126067,-0.7700980690023425,-0.6212685223237165,-1.2976961397356148,0.10669361786801343,Yarra,-378.015,1.449.972,Northern Metropolitan,-0.8074701795999158,Yarra,False,True
Abbotsford,52a William St,-0.9689330524639671,0.21168110367301055,PI,Biggin,18/06/2016,-1.4258682230118278,-0.42027680552038194,-0.9516609585126067,0.933464812255496,-0.6212685223237165,-0.908732744344697,1.614528840505535,Yarra,-378.079,1.449.977,Northern Metropolitan,-0.8074701795999158,Yarra,False,False
Abbotsford,49 Park St,-0.9689330524639671,0.6522956700784242,S,Marshall,19/11/2016,-1.4258682230118278,-0.42027680552038194,-0.9516609585126067,-0.7700980690023425,-2.0096007996066954,-0.8365863081028332,-2.347921860844231,Yarra,-37.808,144.994,Northern Metropolitan,-0.8074701795999158,Yarra,False,False
Abbotsford,5/20 Abbotsford St,-2.1932051792349374,-1.1695943277560534,SP,Greg,22/08/2016,-1.4258682230118278,-0.42027680552038194,-2.1818201939507693,-0.7700980690023425,-0.6212685223237165,-1.2976961397356148,0.10669361786801343,Yarra,-378.016,1.449.988,Northern Metropolitan,-0.8074701795999158,Yarra,False,True
Abbotsford,48 Abbotsford St,0.25533907430700326,0.9238372051887371,PI,Nelson,22/08/2016,-1.4258682230118278,-0.42027680552038194,0.2784982769255558,2.6370276935133345,-0.6212685223237165,-0.7769870781639022,1.5794629050953601,Yarra,-378.017,1.450.001,Northern Metropolitan,-0.8074701795999158,Yarra,False,False
Abbotsford,116/56 Nicholson St,-2.1932051792349374,-1.1060638553906217,S,Jellis,22/08/2016,-1.4258682230118278,-0.42027680552038194,-2.1818201939507693,-0.7700980690023425,-0.6212685223237165,-1.2976961397356148,0.10669361786801343,Yarra,-378.078,1.449.965,Northern Metropolitan,-0.8074701795999158,Yarra,False,True
Abbotsford,159 Park St,-0.9689330524639671,0.28340905634365926,S,Nelson,22/08/2016,-1.4258682230118278,-0.42027680552038194,-0.9516609585126067,0.933464812255496,0.7670637549592622,-0.9902895853137604,-1.6466031526407325,Yarra,-378.005,1.449.952,Northern Metropolitan,-0.8074701795999158,Yarra,False,False
Abbotsford,31 Turner St,1.4796112010779736,1.1175026773994887,S,Collins,24/09/2016,-1.4258682230118278,-0.42027680552038194,1.5086575123637183,2.6370276935133345,-0.6212685223237165,-1.2976961397356148,0.10669361786801343,Yarra,-377.994,1.449.965,Northern Metropolitan,-0.8074701795999158,Yarra,False,False
Abbotsford,166 Gipps St,0.25533907430700326,0.6010614181708179,S,Biggin,25/02/2017,-1.4258682230118278,-0.42027680552038194,0.2784982769255558,0.933464812255496,0.7670637549592622,-0.8365863081028332,0.10669361786801343,Yarra,-37.805,1.449.943,Northern Metropolitan,-0.8074701795999158,Yarra,False,False
Abbotsford,60 Stafford St,0.25533907430700326,0.6010614181708179,S,Biggin,25/02/2017,-1.4258682230118278,-0.42027680552038194,0.2784982769255558,-0.7700980690023425,-0.6212685223237165,-0.7707134750124358,-0.5946250903354849,Yarra,-378.007,1.449.958,Northern Metropolitan,-0.8074701795999158,Yarra,False,False
Abbotsford,11/205 Gipps St,-2.1932051792349374,-1.0794220443986664,S,Nelson,26/07/2016,-1.4258682230118278,-0.42027680552038194,-2.1818201939507693,-0.7700980690023425,-0.6212685223237165,-1.2976961397356148,1.614528840505535,Yarra,-378.055,1.449.961,Northern Metropolitan,-0.8074701795999158,Yarra,False,True
Abbotsford,47 Studley St,-0.9689330524639671,0.37563070977735047,S,Jellis,27/11/2016,-1.4258682230118278,-0.42027680552038194,-0.9516609585126067,-0.7700980690023425,-2.0096007996066954,-0.789534284466835,-2.347921860844231,Yarra,-378.016,1.449.956,Northern Metropolitan,-0.8074701795999158,Yarra,False,False
Abbotsford,45 Yarra St,0.25533907430700326,0.4063712609219142,SP,Jellis,27/11/2016,-1.4258682230118278,-0.42027680552038194,0.2784982769255558,0.933464812255496,-0.6212685223237165,-0.9212799506476298,1.088539809352911,Yarra,-378.022,1.449.954,Northern Metropolitan,-0.8074701795999158,Yarra,False,False
Abbotsford,200 Nicholson St,-0.9689330524639671,0.03236122199638875,S,Nelson,28/05/2016,-1.4258682230118278,-0.42027680552038194,-0.9516609585126067,-0.7700980690023425,-2.0096007996066954,-0.7267982529521708,-2.347921860844231,Yarra,-378.021,1.449.976,Northern Metropolitan,-0.8074701795999158,Yarra,False,False
Abbotsford,27 Charles St,-0.9689330524639671,0.06822519833171312,S,Biggin,30/07/2016,-1.4258682230118278,-0.42027680552038194,-0.9516609585126067,-0.7700980690023425,-0.6212685223237165,-0.758166268709503,-1.2959437985389832,Yarra,-378.086,1.449.946,Northern Metropolitan,-0.8074701795999158,Yarra,False,False
Airport West,154 Halsey Rd,0.25533907430700326,-0.3211551161660942,PI,Nelson,03/09/2016,0.7495555590432926,-0.7016481536256192,0.2784982769255558,0.933464812255496,-0.6212685223237165,-0.34724526228845254,1.7197266467360597,Moonee Valley,-37.718,144.878,Western Metropolitan,-0.9393835684595648,Moonee Valley,True,False
Airport West,50 Bedford St,0.25533907430700326,-0.5465858245595616,VB,Nelson,03/12/2016,0.7495555590432926,-0.7016481536256192,0.2784982769255558,0.933464812255496,-0.6212685223237165,-1.2976961397356148,-0.06863605918286116,Moonee Valley,-377.203,1.448.755,Western Metropolitan,-0.9393835684595648,Moonee Valley,False,False
Airport West,50 Bedford St,0.25533907430700326,-0.46461102150739164,SP,Nelson,04/03/2017,0.7495555590432926,-0.7016481536256192,0.2784982769255558,0.933464812255496,-0.6212685223237165,-1.2976961397356148,-0.06863605918286116,Moonee Valley,-377.203,1.448.755,Western Metropolitan,-0.9393835684595648,Moonee Valley,False,False
Airport West,23 Hart St,-0.9689330524639671,-0.8068558242502013,S,Nelson,04/03/2017,0.7495555590432926,-0.7016481536256192,-0.9516609585126067,-0.7700980690023425,-0.6212685223237165,-0.444486111136182,-0.5946250903354849,Moonee Valley,-377.294,144.888,Western Metropolitan,-0.9393835684595648,Moonee Valley,False,False
Airport West,1/80 Hawker St,0.25533907430700326,-0.6080669268486891,S,Brad,04/03/2017,0.7495555590432926,-0.7016481536256192,0.2784982769255558,0.933464812255496,0.7670637549592622,-0.5480005631353779,1.4742650988648354,Moonee Valley,-377.218,1.448.837,Western Metropolitan,-0.9393835684595648,Moonee Valley,True,False
Airport West,1/37 Hillside Gr,0.25533907430700326,-0.813003934479114,S,Maddison,04/03/2017,0.7495555590432926,-0.7016481536256192,-0.9516609585126067,-0.7700980690023425,-0.6212685223237165,-0.38802368277298427,0.4573529719697626,Moonee Valley,-377.273,1.448.744,Western Metropolitan,-0.9393835684595648,Moonee Valley,False,False
Airport West,2/49 McIntosh St,-0.9689330524639671,-1.017940942109539,VB,Barry,04/03/2017,0.7495555590432926,-0.7016481536256192,-0.9516609585126067,-0.7700980690023425,-0.6212685223237165,-0.7707134750124358,1.5443969696851851,Moonee Valley,-377.215,1.448.864,Western Metropolitan,-0.9393835684595648,Moonee Valley,False,True
Airport West,54 Marshall Rd,0.25533907430700326,-0.5670795253226041,S,Barry,06/08/2016,0.7495555590432926,-0.7016481536256192,-0.9516609585126067,-0.7700980690023425,-0.6212685223237165,0.6471208372189748,0.10669361786801343,Moonee Valley,-377.173,1.448.872,Western Metropolitan,-0.9393835684595648,Moonee Valley,False,False
Airport West,36 Roberts Rd,1.4796112010779736,-0.43387047036282794,S,Considine,06/08/2016,0.7495555590432926,-0.7016481536256192,0.2784982769255558,-0.7700980690023425,0.7670637549592622,0.5749744009771109,0.10669361786801343,Moonee Valley,-377.259,1.448.792,Western Metropolitan,-0.9393835684595648,Moonee Valley,False,False
Airport West,2/252 Parer Rd,-0.9689330524639671,-1.1204094459247513,S,Barry,07/05/2016,0.7495555590432926,-0.7016481536256192,-0.9516609585126067,-0.7700980690023425,-0.6212685223237165,-0.9526479664049619,1.6846607113258847,Moonee Valley,-377.216,144.871,Western Metropolitan,-0.9393835684595648,Moonee Valley,True,False
Airport West,3/19 Hart St,-0.9689330524639671,-0.9872003909649751,S,Barry,07/11/2016,0.7495555590432926,-0.7016481536256192,-0.9516609585126067,-0.7700980690023425,-0.6212685223237165,-0.8554071175572324,1.614528840505535,Moonee Valley,-377.298,1.448.883,Western Metropolitan,-0.9393835684595648,Moonee Valley,False,True
Airport West,2/62 Clydesdale Rd,-0.9689330524639671,-0.9564598398204115,S,Nelson,10/09/2016,0.7495555590432926,-0.7016481536256192,-0.9516609585126067,-0.7700980690023425,-0.6212685223237165,-0.9212799506476298,1.5794629050953601,Moonee Valley,-377.234,1.448.792,Western Metropolitan,-0.9393835684595648,Moonee Valley,False,True
Airport West,13 Etzel St,0.25533907430700326,-0.39288306883674295,S,Nelson,10/12/2016,0.7495555590432926,-0.7016481536256192,0.2784982769255558,-0.7700980690023425,-0.6212685223237165,-1.2976961397356148,-0.5946250903354849,Moonee Valley,-377.217,1.448.783,Western Metropolitan,-0.9393835684595648,Moonee Valley,False,False
Airport West,1/43 Cameron St,0.25533907430700326,-0.5014996828808681,S,Nelson,11/02/2017,0.7495555590432926,-0.7016481536256192,0.2784982769255558,-0.7700980690023425,-0.6212685223237165,-0.46644372216631447,0.9132101323020365,Moonee Valley,-377.302,1.448.855,Western Metropolitan,-0.9393835684595648,Moonee Valley,False,True
