PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
-1.655046539783372,-1.3390969620042734,-0.5039952584852877,-0.14458185232461637,0.7279220363108341,-0.8924388118272799,0.31857991494576426,-0.8201822570200202
-2.4306872160336552,-2.5160468951678574,0.3816282197151176,-1.2959370924376103,0.8325799879903756,0.6186078254298413,0.05539195578159032,0.5881317433765011
-0.3287671735420172,-3.25392197082494,0.10657486927524229,-0.37866368672746387,1.3671627294982078,1.130602097714135,0.41883001044241863,0.9557573537474794
-0.32896791130872993,-1.0467564758786505,-1.1917245767672724,0.7484659643093272,1.099225990857179,0.3900047050929665,0.19646220042289897,0.19681343459087977
0.635201308579008,-0.7204199562343879,-1.5118984550875127,0.8312867818806973,0.4900009755831311,-0.5915970778495446,-0.2635309441443098,-2.46610609604485
-2.483212577149578,-1.0689049643157342,-0.5356564415771693,-0.3077219600994278,0.9254722973068699,0.30530672618594396,1.0113817628988981,-0.4742754826295244
0.6535500761823485,-3.534921901586538,0.06793244978062803,-0.30433169327380866,1.2888787043031344,1.1590948739019158,0.824849645205283,0.29079284003784517
-1.0346274865359655,-2.748144495284791,0.4201600332389772,-1.2653050480836798,0.2083295427550156,-1.4792216514199295,-1.5071075644673964,0.39002274988013086
-3.8405911409324656,-0.012711164565471675,-0.8051967079674172,-0.07130296380499962,0.8048452027520383,-0.8255925707209718,-0.30504756078470174,0.40876842102808264
-0.8105419154315583,-2.132309702367222,-0.012548113652162084,-1.1138515141736636,0.08052227161155388,-0.6887915235438056,-1.663414048332856,0.27841935767215553
-1.7386487793979883,-0.7121791095502849,-1.0834681696662047,0.8107492120435686,1.3009776740503278,-0.3167567850393523,0.0890816697319871,0.8047737360575627
0.5560199102027144,-0.5686517018191283,-1.5858613016921277,1.2845525088118843,0.830492310351846,-1.0579181568551264,0.14144033022306435,-0.6500573625239325
-1.7129858447270716,-0.013826564940452628,-1.5623714537412718,1.3950922120322349,1.399284445936314,-0.5430016106668262,0.6281649960999427,0.14104615095406123
-1.8639681321754578,-1.033442552565094,-0.6174948508560141,-0.17697789023665556,0.6557063633458549,-0.6872730483632425,0.2103616960500158,-0.6244571528587161
-3.747680352300373,-0.15408002708216698,-0.7542645199607675,-0.0519114421595995,0.8424026843626892,-0.9163892405401611,-0.2612625106851136,0.31770748316342745
-1.2656347875228806,-2.4281060136334496,0.29616858658131817,-1.2846976765623008,0.14641577344829096,-1.2509043862222644,-1.6410742023430231,0.5931930472331306
-0.06443685155758538,-3.117748429796418,0.08812326809769239,-0.5628693192531141,0.9700206639915062,0.5930127590454431,-0.8685076795745369,1.4357138131186347
-1.284893682941612,-2.711287887400191,0.2867501980685965,-1.2570894949533273,0.5056625470911826,0.2095068321119537,-1.0184437950893688,0.3783788819213709
-1.2459083624566574,-1.301955445371728,-0.7248982149461526,-0.2586738856995975,0.8148702823710159,1.1936395680300165,0.9092273028176797,-1.0320613850737135
-2.0934014931584946,-0.479361182693547,-0.9262633151807681,0.06987700510850559,0.6754492560783333,-0.5340158272326339,0.24217150173131888,-0.7032919416092676
2.2978895863418702,-2.5692444280928153,-0.25409240623182994,-1.022965405639774,-0.29884747236779496,-0.20148238135664795,-0.35521030176445023,0.7449923672883305
0.06605396014216137,-0.10253012062228299,-1.8862316807406614,1.5991720352363896,1.0178100513161823,-0.5743802271468105,-0.32033693623601905,-0.5279851930454752
1.398752138765672,-0.5556833903229227,-0.8459330140437394,-0.8524813715609975,-0.8656904870581391,-1.860626467993752,1.6275706804894143,0.5429684295614388
-2.4825229011607193,-0.4330053801530181,-0.9279439328458078,0.0061522679433864465,0.7465561285167793,-0.054990702277614614,-0.35308003169434715,-0.2699590604567293
-1.3715564601775783,-0.24103136238120693,-1.4439739642344334,1.3271896993932615,1.3295492231421384,-0.9149738491228688,1.0160442264921132,-0.09899868994110839
-2.254279665363871,-2.8001865628165907,0.47965348423694604,-1.2447082712945552,0.9196228505250762,0.44749748831307135,0.12597443254673957,0.4036176333718271
-3.7575644787505946,-0.1390407863889014,-0.7596828378338154,-0.05397436999421664,0.8384072075955986,-0.9067300203466303,-0.2659204947382613,0.32739481697881617
